tanggal,nama_kecamatan,positif
2020-08-03,PULO GADUNG,355
2020-08-04,PULO GADUNG,364
2020-08-05,PULO GADUNG,372
2020-08-06,PULO GADUNG,381
2020-08-07,PULO GADUNG,390
2020-08-08,PULO GADUNG,399
2020-08-09,PULO GADUNG,409
2020-08-10,PULO GADUNG,418
2020-08-11,PULO GADUNG,428
2020-08-12,PULO GADUNG,438
2020-08-13,PULO GADUNG,448
2020-08-14,PULO GADUNG,458
2020-08-15,PULO GADUNG,468
2020-08-16,PULO GADUNG,478
2020-08-17,PULO GADUNG,489
2020-08-18,PULO GADUNG,499
2020-08-19,PULO GADUNG,510
2020-08-20,PULO GADUNG,521
2020-08-21,PULO GADUNG,532
2020-08-22,PULO GADUNG,542
2020-08-23,PULO GADUNG,553
2020-08-24,PULO GADUNG,564
2020-08-25,PULO GADUNG,575
2020-08-26,PULO GADUNG,586
2020-08-27,PULO GADUNG,597
2020-08-28,PULO GADUNG,607
2020-08-29,PULO GADUNG,618
2020-08-30,PULO GADUNG,629
2020-08-31,PULO GADUNG,640
2020-09-01,PULO GADUNG,651
2020-09-02,PULO GADUNG,662
2020-09-03,PULO GADUNG,667
2020-09-04,PULO GADUNG,683
2020-09-05,PULO GADUNG,730
2020-09-06,PULO GADUNG,741
2020-09-07,PULO GADUNG,757
2020-09-08,PULO GADUNG,749
2020-09-09,PULO GADUNG,779
2020-09-10,PULO GADUNG,803
2020-09-11,PULO GADUNG,824
2020-09-12,PULO GADUNG,841
2020-09-13,PULO GADUNG,897
2020-09-14,PULO GADUNG,904
2020-09-15,PULO GADUNG,917
2020-09-16,PULO GADUNG,936
2020-09-17,PULO GADUNG,949
2020-09-18,PULO GADUNG,981
2020-09-19,PULO GADUNG,995
2020-09-20,PULO GADUNG,1017
2020-09-21,PULO GADUNG,1058
2020-09-22,PULO GADUNG,1075
2020-09-23,PULO GADUNG,1108
2020-09-24,PULO GADUNG,1123
2020-09-25,PULO GADUNG,1179
2020-09-26,PULO GADUNG,1210
2020-09-27,PULO GADUNG,1252
2020-09-28,PULO GADUNG,1275
2020-09-29,PULO GADUNG,1305
2020-09-30,PULO GADUNG,1317
2020-10-01,PULO GADUNG,1346
2020-10-02,PULO GADUNG,1361
2020-10-03,PULO GADUNG,1372
2020-10-04,PULO GADUNG,1393
2020-10-05,PULO GADUNG,1420
2020-10-06,PULO GADUNG,1466
2020-10-07,PULO GADUNG,1489
2020-10-08,PULO GADUNG,1508
2020-10-09,PULO GADUNG,1544
2020-10-10,PULO GADUNG,1564
2020-10-11,PULO GADUNG,1606
2020-10-12,PULO GADUNG,1627
2020-10-13,PULO GADUNG,1654
2020-10-14,PULO GADUNG,1675
2020-10-15,PULO GADUNG,1696
2020-10-16,PULO GADUNG,1732
2020-10-17,PULO GADUNG,1754
2020-10-18,PULO GADUNG,1766
2020-10-19,PULO GADUNG,1791
2020-10-20,PULO GADUNG,1810
2020-10-21,PULO GADUNG,1820
2020-10-22,PULO GADUNG,1840
2020-10-23,PULO GADUNG,1860
2020-10-24,PULO GADUNG,1879
2020-10-25,PULO GADUNG,1895
2020-10-26,PULO GADUNG,1911
2020-10-27,PULO GADUNG,1923
2020-10-28,PULO GADUNG,1930
2020-10-29,PULO GADUNG,1941
2020-10-30,PULO GADUNG,1965
2020-10-31,PULO GADUNG,1978
2020-11-01,PULO GADUNG,1993
2020-11-02,PULO GADUNG,2003
2020-11-03,PULO GADUNG,2024
2020-11-04,PULO GADUNG,2046
2020-11-05,PULO GADUNG,2063
2020-11-06,PULO GADUNG,2076
2020-11-07,PULO GADUNG,2097
2020-11-08,PULO GADUNG,2121
2020-11-09,PULO GADUNG,2152
2020-11-10,PULO GADUNG,2171
2020-11-11,PULO GADUNG,2180
2020-11-12,PULO GADUNG,2205
2020-11-13,PULO GADUNG,2230
2020-11-14,PULO GADUNG,2249
2020-11-15,PULO GADUNG,2272
2020-11-16,PULO GADUNG,2286
2020-11-17,PULO GADUNG,2301
2020-11-18,PULO GADUNG,2328
2020-11-19,PULO GADUNG,2365
2020-11-20,PULO GADUNG,2393
2020-11-21,PULO GADUNG,2420
2020-11-22,PULO GADUNG,2448
2020-11-23,PULO GADUNG,2469
2020-11-24,PULO GADUNG,2487
2020-11-25,PULO GADUNG,2512
2020-11-26,PULO GADUNG,2549
2020-11-27,PULO GADUNG,2606
2020-11-28,PULO GADUNG,2635
2020-11-29,PULO GADUNG,2660
2020-11-30,PULO GADUNG,2691
