id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,suspek,perawatan rs,isolasi di rumah,suspek meninggal,selesai isolasi,probable,perawatan rs,probable meninggal,selesai isolasi,pelaku perjalanan,isolasi di rumah,selesai isolasi,kontak erat,isolasi di rumah,selesai isolasi,discarded,meninggal,selesai isolasi,positif,dirawat,sembuh,meninggal,self isolation,keterangan
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,90,2,4,3,81,1,0,0,1,13,0,13,202,19,183,8,0,8,37,1,25,5,6,
3171041006,DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,79,3,3,2,71,0,0,0,0,13,0,13,255,6,249,8,0,8,24,2,17,2,3,
3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,86,0,4,1,81,0,0,0,0,0,0,0,209,13,196,33,0,33,28,4,15,1,8,
3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,80,5,4,2,69,0,0,0,0,3,0,3,228,24,204,24,0,24,33,3,18,0,12,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,80,2,21,0,57,0,0,0,0,4,3,1,214,124,90,11,0,11,37,3,28,1,5,
3175101008,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,68,4,0,0,64,0,0,0,0,0,0,0,64,7,57,8,0,8,9,1,5,0,3,
3171031006,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,197,4,30,2,161,0,0,0,0,7,4,3,218,64,154,25,0,25,94,1,42,7,44,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,392,9,6,2,375,0,0,0,0,7,0,7,954,106,848,37,0,37,162,5,66,8,83,
3171051001,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,232,6,3,1,222,0,0,0,0,7,0,7,757,47,710,40,0,40,116,2,81,1,32,
3173011001,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,97,6,5,1,85,0,0,0,0,4,0,4,487,30,457,7,0,7,54,10,40,2,2,
3173011006,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,131,5,4,6,116,1,0,0,1,3,0,3,521,23,498,7,0,7,93,12,60,6,15,
3175091002,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,193,9,3,4,177,0,0,0,0,17,6,11,878,83,795,74,0,74,39,1,31,2,5,
3171011002,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,117,10,0,2,105,0,0,0,0,7,0,7,192,3,189,9,0,9,38,1,23,3,11,
3174091003,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,155,9,9,1,136,0,0,0,0,9,0,9,142,7,135,6,0,6,33,0,19,1,13,
3175051003,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,180,9,1,3,167,0,0,0,0,1,0,1,186,15,171,3,0,3,46,3,23,2,18,
3171061003,DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,43,2,1,0,40,0,0,0,0,0,0,0,112,49,63,10,0,10,14,1,11,1,1,
3174081006,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,37,0,1,0,36,0,0,0,0,12,0,12,124,7,117,0,0,0,14,0,9,1,4,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,243,7,3,5,228,0,0,0,0,88,0,88,442,12,430,36,0,36,71,6,42,3,20,
3174041003,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,87,5,6,1,75,0,0,0,0,17,0,17,143,52,91,5,0,5,21,3,11,2,5,
3175101002,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,109,4,4,1,100,0,0,0,0,1,0,1,119,18,101,17,0,17,26,2,18,0,6,
3175041006,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,95,2,15,1,77,0,0,0,0,3,2,1,246,103,143,39,0,39,30,4,19,2,5,
3172041001,DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,157,7,13,1,136,0,0,0,0,3,0,3,525,58,467,58,0,58,72,4,46,1,21,
3175101001,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,144,5,10,2,127,0,0,0,0,2,0,2,141,13,128,7,0,7,34,3,23,1,7,
3174091006,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,200,2,65,0,133,1,0,0,1,0,0,0,116,8,108,5,0,5,25,6,17,0,2,
3174061005,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,95,3,1,1,90,0,0,0,0,42,0,42,159,14,145,3,0,3,17,1,6,4,6,
3174071010,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,111,11,0,3,97,0,0,0,0,9,0,9,195,42,153,5,0,5,23,2,16,2,3,
3175021003,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,60,2,0,2,56,0,0,0,0,3,0,3,260,34,226,23,0,23,40,5,23,3,9,
3175031007,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,61,0,3,1,57,0,0,0,0,1,0,1,109,6,103,4,0,4,28,0,17,1,10,
3175031008,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,54,4,3,0,47,0,0,0,0,3,0,3,261,24,237,11,0,11,52,1,42,2,7,
3175031005,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,70,3,1,2,64,0,0,0,0,1,0,1,84,9,75,8,0,8,13,1,10,1,1,
3175081005,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,73,5,4,2,62,0,0,0,0,2,0,2,194,33,161,11,0,11,38,4,26,4,4,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,91,5,1,1,84,0,0,0,0,3,0,3,199,11,188,24,0,24,55,1,41,1,12,
3174051003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,89,2,1,4,82,0,0,0,0,6,0,6,319,24,295,4,0,4,53,1,42,3,7,
3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,181,9,6,9,157,0,0,0,0,13,4,9,593,70,523,40,0,40,60,1,38,5,16,
3175041003,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,89,4,6,1,78,0,0,0,0,1,0,1,180,72,108,15,0,15,20,0,16,0,4,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,324,13,2,3,306,2,0,0,2,1,0,1,236,37,199,14,0,14,87,1,61,8,17,
3174081004,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,138,0,5,0,133,0,0,0,0,3,1,2,238,22,216,2,0,2,18,0,15,0,3,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,150,6,4,2,138,0,0,0,0,7,0,7,524,20,504,61,0,61,107,7,81,7,12,
3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,133,3,0,3,127,0,0,0,0,3,0,3,322,15,307,8,0,8,48,3,27,1,17,
3171011006,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,50,5,2,3,40,0,0,0,0,0,0,0,106,4,102,6,0,6,26,1,17,2,6,
3173041011,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,36,5,0,1,30,0,0,0,0,1,0,1,47,1,46,3,0,3,15,2,10,0,3,
3173041003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,77,2,5,2,68,0,0,0,0,1,0,1,76,5,71,1,0,1,21,0,16,3,2,
3171081003,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,46,4,1,0,41,0,0,0,0,2,0,2,168,21,147,42,0,42,42,3,18,5,16,
3171011001,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,28,0,0,0,28,0,0,0,0,17,0,17,102,5,97,6,0,6,11,1,9,0,1,
3174061004,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,68,2,11,0,55,1,0,0,1,20,0,20,145,54,91,0,0,0,40,0,8,1,31,
3174071009,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,101,7,1,1,92,0,0,0,0,1,0,1,274,42,232,0,0,0,29,2,18,1,8,
3175051001,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,260,36,0,0,224,0,0,0,0,0,0,0,106,10,96,17,0,17,59,7,44,0,8,
3171071001,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,30,0,0,1,29,0,0,0,0,5,0,5,55,1,54,0,0,0,13,0,12,1,0,
3173031007,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,35,1,4,0,30,0,0,0,0,0,0,0,50,2,48,0,0,0,5,0,2,1,2,
3171061004,DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,18,0,0,1,17,0,0,0,0,4,0,4,60,20,40,7,0,7,20,1,16,2,1,
3173021001,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,111,3,1,4,103,0,0,0,0,39,0,39,373,10,363,30,0,30,49,1,35,0,13,
3174051005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,91,3,1,4,83,1,0,1,0,11,0,11,329,28,301,3,0,3,46,2,33,5,6,
3174051004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,137,4,0,4,129,0,0,0,0,23,0,23,336,16,320,12,0,12,94,4,60,2,28,
3174021007,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,17,0,1,0,16,0,0,0,0,0,0,0,50,7,43,1,0,1,6,1,5,0,0,
3174071002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,42,0,0,3,39,0,0,0,0,7,0,7,163,37,126,0,0,0,14,1,10,1,2,
3171031005,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,118,4,1,1,112,0,0,0,0,2,0,2,159,12,147,1,0,1,19,0,13,2,4,
3171021004,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,96,6,1,1,88,0,0,0,0,2,1,1,137,12,125,4,0,4,32,2,20,4,6,
3175081004,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,54,5,2,2,45,0,0,0,0,2,0,2,108,31,77,7,0,7,47,7,30,3,7,
3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,137,8,6,3,120,0,0,0,0,5,2,3,170,27,143,25,0,25,69,4,38,5,22,
3174091001,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,272,4,8,2,258,1,0,0,1,5,0,5,264,25,239,9,0,9,59,4,43,2,10,
3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,85,10,2,1,72,0,0,0,0,4,0,4,239,22,217,21,0,21,57,0,35,0,22,
3174041002,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,127,6,1,2,118,0,0,0,0,2,0,2,261,75,186,12,0,12,32,3,23,3,3,
3173071004,DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,178,7,5,4,162,0,0,0,0,2,0,2,316,25,291,58,0,58,85,1,69,2,13,
3175061001,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,131,6,1,3,121,0,0,0,0,2,0,2,327,49,278,30,0,30,52,0,35,3,14,
3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,18,0,1,0,17,0,0,0,0,3,0,3,94,14,80,4,0,4,9,2,5,0,2,
3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,97,4,3,5,85,0,0,0,0,22,4,18,378,72,306,6,0,6,48,1,31,4,12,
3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,141,1,1,2,137,0,0,0,0,4,0,4,364,101,263,16,0,16,28,1,21,2,4,
3173041006,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,279,12,44,1,222,0,0,0,0,3,3,0,297,94,203,7,0,7,100,1,82,5,12,
3173041008,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,62,1,1,0,60,0,0,0,0,0,0,0,90,4,86,1,0,1,13,2,9,0,2,
3173081005,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,90,0,2,4,84,0,0,0,0,4,1,3,174,11,163,12,0,12,37,0,35,1,1,
3171081001,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,207,6,2,3,196,0,0,0,0,3,0,3,653,42,611,90,0,90,116,7,58,6,45,
3173041002,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,111,7,3,0,101,0,0,0,0,3,0,3,179,19,160,8,0,8,37,2,19,2,14,
3172041004,DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,112,9,2,5,96,0,0,0,0,1,0,1,197,56,141,28,0,28,52,10,35,4,3,
3174081002,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,182,10,4,3,165,0,0,0,0,8,2,6,254,17,237,9,0,9,59,4,40,1,14,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,381,8,36,4,333,0,0,0,0,5,0,5,1178,132,1046,25,0,25,70,5,55,4,6,
3175051004,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,174,14,4,0,156,0,0,0,0,1,0,1,122,20,102,7,0,7,43,0,29,2,12,
3173061004,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,138,0,9,3,126,0,0,0,0,0,0,0,283,28,255,1,0,1,9,1,3,2,3,
3172011002,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,14,0,0,0,14,0,0,0,0,4,0,4,42,14,28,0,0,0,17,1,15,1,0,
3171071007,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,69,6,5,2,56,0,0,0,0,2,1,1,99,1,98,0,0,0,19,0,15,1,3,
3175031001,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,40,4,0,4,32,0,0,0,0,3,0,3,66,8,58,4,0,4,70,4,41,1,24,
3171081002,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,106,5,1,0,100,1,0,0,1,0,0,0,273,17,256,61,0,61,90,3,59,8,20,
3175041002,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,205,11,6,1,187,0,0,0,0,7,0,7,465,61,404,48,0,48,103,2,76,8,17,
3173011005,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,156,6,7,16,127,0,0,0,0,5,1,4,420,72,348,10,0,10,56,5,32,6,13,
3172011003,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,55,3,0,0,52,0,0,0,0,7,0,7,118,28,90,16,0,16,34,10,16,3,5,
3171021002,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,219,19,3,4,193,1,0,1,0,3,1,2,407,28,379,8,0,8,54,2,41,5,6,
3174021004,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,52,1,0,0,51,0,0,0,0,8,0,8,137,5,132,4,0,4,21,1,20,0,0,
3174021003,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,79,2,2,1,74,0,0,0,0,20,4,16,189,54,135,4,0,4,24,2,14,2,6,
3174021002,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,39,0,0,1,38,0,0,0,0,3,0,3,40,6,34,0,0,0,8,0,3,2,3,
3171071003,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,94,4,20,0,70,0,0,0,0,7,0,7,129,3,126,0,0,0,18,1,13,1,3,
3171021003,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,164,9,1,1,153,0,0,0,0,0,0,0,271,25,246,14,0,14,53,2,42,1,8,
3175011003,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,108,2,0,0,106,1,0,0,1,0,0,0,280,18,262,18,0,18,46,1,34,2,9,
3175021006,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,164,10,1,4,149,0,0,0,0,10,0,10,405,73,332,21,0,21,77,4,53,5,15,
3173031006,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,58,2,11,0,45,0,0,0,0,0,0,0,121,19,102,7,0,7,13,3,5,0,5,
3174041007,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,125,8,1,1,115,0,0,0,0,0,0,0,155,27,128,10,0,10,39,7,26,0,6,
3174051006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,143,4,5,0,134,1,0,0,1,1,0,1,423,23,400,8,0,8,34,2,24,3,5,
3174051001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,109,2,0,1,106,0,0,0,0,15,0,15,243,21,222,2,0,2,35,1,29,2,3,
3174011004,DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,86,3,4,2,77,0,0,0,0,15,0,15,276,22,254,13,0,13,38,1,35,0,2,
3172021005,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,176,11,8,1,156,0,0,0,0,10,3,7,349,44,305,47,0,47,129,4,55,1,69,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,206,4,3,5,194,0,0,0,0,9,0,9,699,24,675,49,0,49,92,3,74,9,6,
3171071006,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,260,3,17,1,239,0,0,0,0,0,0,0,270,4,266,3,0,3,120,2,96,9,13,
3171011005,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,62,5,1,1,55,0,0,0,0,1,0,1,72,5,67,0,0,0,10,0,8,1,1,
3171031002,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,147,7,11,5,124,0,0,0,0,7,0,7,178,39,139,24,0,24,60,0,41,5,14,
3175011005,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,63,4,0,4,55,0,0,0,0,1,0,1,62,5,57,17,0,17,40,3,28,2,7,
3171071005,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,224,9,0,2,213,0,0,0,0,5,0,5,286,8,278,2,0,2,92,6,73,6,7,
3175081003,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,61,3,0,1,57,0,0,0,0,2,0,2,299,56,243,11,0,11,38,3,25,0,10,
3171061005,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,64,0,4,2,58,0,0,0,0,2,0,2,173,34,139,11,0,11,36,0,33,2,1,
3173011004,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,49,3,0,0,46,0,0,0,0,1,0,1,122,6,116,3,0,3,28,6,22,0,0,
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,98,2,1,5,90,1,0,0,1,4,0,4,228,7,221,12,0,12,32,0,30,1,1,
3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,86,3,1,2,80,0,0,0,0,15,0,15,319,10,309,19,0,19,35,1,30,0,4,
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,56,1,0,0,55,0,0,0,0,1,0,1,143,11,132,16,0,16,38,1,27,2,8,
3175091003,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,123,6,5,1,111,0,0,0,0,0,0,0,454,33,421,32,0,32,40,8,28,1,3,
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,318,3,15,2,298,0,0,0,0,38,3,35,563,41,522,30,0,30,81,6,63,5,7,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,305,3,8,2,292,0,0,0,0,11,1,10,583,33,550,25,0,25,68,5,43,8,12,
3173071005,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,131,1,2,6,122,0,0,0,0,4,2,2,306,33,273,44,0,44,53,2,34,3,14,
3171031001,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,157,4,8,3,142,0,0,0,0,0,0,0,242,26,216,19,0,19,82,5,48,1,28,
3173081006,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,64,3,2,1,58,0,0,0,0,5,0,5,238,16,222,51,0,51,36,1,27,1,7,
3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,111,7,7,3,94,0,0,0,0,2,0,2,487,31,456,10,0,10,49,5,36,1,7,
3171041002,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,96,0,4,1,91,0,0,0,0,0,0,0,257,5,252,43,0,43,130,1,125,2,2,
3173041005,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,107,7,3,2,95,0,0,0,0,0,0,0,105,6,99,1,0,1,49,1,31,5,12,
3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,256,4,2,2,248,0,0,0,0,2,0,2,244,23,221,10,0,10,85,5,51,8,21,
3172031001,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,141,3,1,0,137,0,0,0,0,4,0,4,186,11,175,25,0,25,27,1,23,1,2,
3173071006,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,202,7,18,5,172,0,0,0,0,0,0,0,504,116,388,70,0,70,110,8,57,3,42,
3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,175,10,9,11,145,0,0,0,0,0,0,0,300,56,244,49,0,49,97,4,61,4,28,
3171041004,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,159,8,6,5,140,0,0,0,0,3,0,3,498,62,436,30,0,30,145,7,71,8,59,
3175041001,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,111,4,6,1,100,0,0,0,0,5,1,4,230,44,186,19,0,19,28,1,17,2,8,
3174071003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,30,2,0,0,28,0,0,0,0,0,0,0,211,50,161,3,0,3,16,3,10,0,3,
3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,67,1,1,6,59,0,0,0,0,3,0,3,158,10,148,9,0,9,31,1,23,2,5,
3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,39,1,0,1,37,0,0,0,0,0,0,0,253,9,244,4,0,4,10,0,7,0,3,
3174021008,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,63,0,0,1,62,0,0,0,0,17,0,17,47,3,44,1,0,1,8,0,5,2,1,
3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,135,1,20,0,114,1,0,0,1,2,0,2,257,6,251,7,0,7,38,2,27,3,6,
3172031003,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,238,5,1,1,231,0,0,0,0,4,0,4,185,16,169,35,0,35,146,5,87,5,49,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,132,6,2,2,122,0,0,0,0,27,0,27,253,6,247,20,0,20,38,1,30,6,1,
3174091004,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,213,7,2,0,204,0,0,0,0,3,0,3,135,8,127,7,0,7,34,2,26,0,6,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,10681,304,147,97,10133,11,0,1,10,283,18,265,12806,1124,11682,689,0,689,2914,101,2460,81,272,
3175101007,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,165,3,1,3,158,0,0,0,0,3,0,3,268,37,231,24,0,24,34,1,21,0,12,
